de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG2.PA13.ORG0,5ea3fcd6a4b9aaca7f83aca65d598cb2124262bfd3fa03302632b265b0da0139
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG2.PA13.ORG1,68bca10eea2ba33f6f15a6ab0c7df2a49051a6541f9118d468b0585d5d60398b
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG2.PA16.ORG0,3c44c3e1b8b7844786724ac776d3d90ee7eac452bdbcb44495b77dec2ef73cfe
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG6.PA12.LOC0,8ba0745593deaf574b31943a8b888f4170744fa2d9394a44dd22407a7b519259
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG6.PA21.GPE0,8e07df26128d8a78474dc525bf0f0a16afa49344e1ed4229692e13b313de46a8
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG6.PA21.GPE1,bd732730bd39834d83bf92a114960180d3bd4a6f1309307165e6f30ed9846fdd
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG8.PA8.LOC0,db85bc2b569008f1f1cecad9a24d43757919ed68a09f5ec1999dfff28b111290
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG10.PA8.LOC0,7b74b418a352d67108173c20c1b16b4b726bad8606be65711ff924dbf9a40670
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG11.PA1.LOC2,121d4a17a8a9f4048b1898d482b368a303e13bf2e9a9166a36ae0d836be8804f
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG11.PA1.LOC3,490e765a4da3990c1e4b702607c512f2951432863ef5d152aae04f72eb20f4d0
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG12.PA9.LOC4,84efe19003e60f51e12bbccaac3752c244a7dacc2b5e674246faf627c44e46ee
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG13.PA2.LOC3,7b74b418a352d67108173c20c1b16b4b726bad8606be65711ff924dbf9a40670
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG13.PA5.LOC0,b5e4f77bcece2c46fb54c80920fb07f43b94818cf4b76b7e155096f08ac70718
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG13.PA5.GPE1,50c0152c2952082aeaf427885a2f617d67cf6de183a8816c0955ea5b875a216b
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG13.PA5.LOC2,50de90d0bd0f777a5682f0362a4de201e96e15d89a5757d8428f194c3832f870
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG13.PA5.LOC3,3f5053b3ae70794bff96eb3501a85eedda4b3ee740c9207e6568df248a867c13
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG13.PA5.LOC4,b82e723b461323374c1eec211e066dc7a1c2130fe36c906e4bec5cc45109c248
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG13.PA5.LOC5,f45c8cbc670c054da85fc9cd8b778ffcc3ecd51af5d235187f781ed259beba89
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG13.PA7.LOC0,a6d49a20d5d15952e16eccae9863f1be6e26c2909c29d53016dbdd22e171fb53
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG13.PA11.LOC0,012bcb312b74d767211ddcf47a870fe232158bf5bd58a02de1861c5161e3df62
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG13.PA13.LOC0,17ba661837482c6f0578063c1189a724b2127f27bc9bdd72000a3916163154b0
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG13.PA13.LOC4,9138711f080c11a5562b70f4ba02793c262be8bfc5699d5a36cc3b57f925869d
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG13.PA13.LOC7,7e6cb080dc35bf7033a001d3a28433256249bccb03bae6d1708167351f264276
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG13.PA14.LOC1,6412be00cb38a1a20e655e3b6787cfed3267cee9d84153b0e7ea614d5f4d0cb0
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG14.PA2.LOC0,7b74b418a352d67108173c20c1b16b4b726bad8606be65711ff924dbf9a40670
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG16.PA5.LOC1,7b74b418a352d67108173c20c1b16b4b726bad8606be65711ff924dbf9a40670
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG16.PA10.LOC0,8ba0745593deaf574b31943a8b888f4170744fa2d9394a44dd22407a7b519259
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG17.PA9.GPE1,cea6e08605496fcf871946f7ee8d5f26bfe32eeec8fdfd614d152d1bd3e6391c
