f4c39366d9f2a9faa397bd163ba881610ca1a621c20be37e5725ef7bded3a38f.PG1313.PA16.S0,1.1,0.5384927988052368
f4c39366d9f2a9faa397bd163ba881610ca1a621c20be37e5725ef7bded3a38f.PG1313.PA16.S0,1.2,0.5934253334999084
f4c39366d9f2a9faa397bd163ba881610ca1a621c20be37e5725ef7bded3a38f.PG348.PA4.S1,1.2,0.5147534012794495
f4c39366d9f2a9faa397bd163ba881610ca1a621c20be37e5725ef7bded3a38f.PG319.PA6.S1,1.5,0.7089370489120483
f4c39366d9f2a9faa397bd163ba881610ca1a621c20be37e5725ef7bded3a38f.PG2047.PA12.S1,1.5,0.7089370489120483
f4c39366d9f2a9faa397bd163ba881610ca1a621c20be37e5725ef7bded3a38f.PG331.PA18.S0,1.5,0.6572896242141724
f4c39366d9f2a9faa397bd163ba881610ca1a621c20be37e5725ef7bded3a38f.PG2889.PA2.S8,1.5,0.6495282053947449
f4c39366d9f2a9faa397bd163ba881610ca1a621c20be37e5725ef7bded3a38f.PG2780.PA3.S8,1.5,0.6485040783882141
f4c39366d9f2a9faa397bd163ba881610ca1a621c20be37e5725ef7bded3a38f.PG2574.PA15.S0,1.5,0.6224375367164612
f4c39366d9f2a9faa397bd163ba881610ca1a621c20be37e5725ef7bded3a38f.PG2565.PA5.S9,1.5,0.6022788882255554
f4c39366d9f2a9faa397bd163ba881610ca1a621c20be37e5725ef7bded3a38f.PG213.PA2.S1,1.5,0.5992273092269897
f4c39366d9f2a9faa397bd163ba881610ca1a621c20be37e5725ef7bded3a38f.PG2780.PA3.S6,1.5,0.5872992873191833
f4c39366d9f2a9faa397bd163ba881610ca1a621c20be37e5725ef7bded3a38f.PG221.PA3.S8,1.5,0.5795212984085083
f4c39366d9f2a9faa397bd163ba881610ca1a621c20be37e5725ef7bded3a38f.PG218.PA20.S0,1.5,0.5760807991027832
f4c39366d9f2a9faa397bd163ba881610ca1a621c20be37e5725ef7bded3a38f.PG257.PA3.S11,1.5,0.5746505856513977
f4c39366d9f2a9faa397bd163ba881610ca1a621c20be37e5725ef7bded3a38f.PG2463.PA4.S11,1.5,0.5697755813598633
f4c39366d9f2a9faa397bd163ba881610ca1a621c20be37e5725ef7bded3a38f.PG221.PA3.S15,1.5,0.568795919418335
f4c39366d9f2a9faa397bd163ba881610ca1a621c20be37e5725ef7bded3a38f.PG215.PA16.S1,1.5,0.5659422874450684
f4c39366d9f2a9faa397bd163ba881610ca1a621c20be37e5725ef7bded3a38f.PG2003.PA19.S1,1.5,0.565388560295105
f4c39366d9f2a9faa397bd163ba881610ca1a621c20be37e5725ef7bded3a38f.PG321.PA3.S5,1.5,0.565388560295105
f4c39366d9f2a9faa397bd163ba881610ca1a621c20be37e5725ef7bded3a38f.PG318.PA18.S1,1.5,0.565388560295105
f4c39366d9f2a9faa397bd163ba881610ca1a621c20be37e5725ef7bded3a38f.PG332.PA4.S1,1.5,0.565388560295105
f4c39366d9f2a9faa397bd163ba881610ca1a621c20be37e5725ef7bded3a38f.PG2022.PA16.S1,1.5,0.565388560295105
f4c39366d9f2a9faa397bd163ba881610ca1a621c20be37e5725ef7bded3a38f.PG257.PA3.S3,1.5,0.564856767654419
f4c39366d9f2a9faa397bd163ba881610ca1a621c20be37e5725ef7bded3a38f.PG258.PA2.S6,1.5,0.5638421773910522
f4c39366d9f2a9faa397bd163ba881610ca1a621c20be37e5725ef7bded3a38f.PG215.PA16.S0,1.5,0.5628619194030762
f4c39366d9f2a9faa397bd163ba881610ca1a621c20be37e5725ef7bded3a38f.PG332.PA17.S1,1.5,0.555255651473999
f4c39366d9f2a9faa397bd163ba881610ca1a621c20be37e5725ef7bded3a38f.PG342.PA18.S0,1.5,0.5422884225845337
f4c39366d9f2a9faa397bd163ba881610ca1a621c20be37e5725ef7bded3a38f.PG211.PA2.S6,1.5,0.5415421724319458
f4c39366d9f2a9faa397bd163ba881610ca1a621c20be37e5725ef7bded3a38f.PG219.PA5.S0,1.5,0.5409692525863647
f4c39366d9f2a9faa397bd163ba881610ca1a621c20be37e5725ef7bded3a38f.PG211.PA2.S16,1.5,0.5381200313568115
f4c39366d9f2a9faa397bd163ba881610ca1a621c20be37e5725ef7bded3a38f.PG2780.PA3.S5,1.5,0.5376700162887573
f4c39366d9f2a9faa397bd163ba881610ca1a621c20be37e5725ef7bded3a38f.PG335.PA23.S0,1.5,0.5376425981521606
f4c39366d9f2a9faa397bd163ba881610ca1a621c20be37e5725ef7bded3a38f.PG319.PA9.S0,1.5,0.5372810959815979
f4c39366d9f2a9faa397bd163ba881610ca1a621c20be37e5725ef7bded3a38f.PG2529.PA11.S6,1.5,0.5371371507644653
f4c39366d9f2a9faa397bd163ba881610ca1a621c20be37e5725ef7bded3a38f.PG2889.PA2.S9,1.5,0.5297850966453552
