40802e730024ee84711f5986fefb8afa8efe91414b8ee056af12223b7c9e552b.PG114.PA6.S4,1.2,0.5333695411682129
40802e730024ee84711f5986fefb8afa8efe91414b8ee056af12223b7c9e552b.PG103.PA4.S3,1.2,0.5332657098770142
40802e730024ee84711f5986fefb8afa8efe91414b8ee056af12223b7c9e552b.PG81.PA4.S2,1.2,0.533264696598053
40802e730024ee84711f5986fefb8afa8efe91414b8ee056af12223b7c9e552b.PG151.PA16.S2,1.2,0.5317457914352417
40802e730024ee84711f5986fefb8afa8efe91414b8ee056af12223b7c9e552b.PG55.PA5.S4,1.2,0.5313071608543396
40802e730024ee84711f5986fefb8afa8efe91414b8ee056af12223b7c9e552b.PG112.PA48.S0,1.2,0.5156901478767395
40802e730024ee84711f5986fefb8afa8efe91414b8ee056af12223b7c9e552b.PG109.PA6.S1,1.2,0.5076362490653992
40802e730024ee84711f5986fefb8afa8efe91414b8ee056af12223b7c9e552b.PG23.PA3.S0,1.2,0.5064095258712769
40802e730024ee84711f5986fefb8afa8efe91414b8ee056af12223b7c9e552b.PG103.PA4.S1,1.2,0.5051718950271606
40802e730024ee84711f5986fefb8afa8efe91414b8ee056af12223b7c9e552b.PG11.PA13.S0,1.2,0.5042281150817871
40802e730024ee84711f5986fefb8afa8efe91414b8ee056af12223b7c9e552b.PG34.PA7.S1,1.5,0.5060659646987915
40802e730024ee84711f5986fefb8afa8efe91414b8ee056af12223b7c9e552b.PG155.PA6.S3,1.a,0.5346904993057251
40802e730024ee84711f5986fefb8afa8efe91414b8ee056af12223b7c9e552b.PG43.PA10.S2,1.b,0.5578930974006653
40802e730024ee84711f5986fefb8afa8efe91414b8ee056af12223b7c9e552b.PG155.PA6.S3,1.b,0.514003574848175
40802e730024ee84711f5986fefb8afa8efe91414b8ee056af12223b7c9e552b.PG103.PA3.S2,2.3,0.6147783398628235
40802e730024ee84711f5986fefb8afa8efe91414b8ee056af12223b7c9e552b.PG107.PA9.S0,2.3,0.6090707778930664
40802e730024ee84711f5986fefb8afa8efe91414b8ee056af12223b7c9e552b.PG55.PA1.S3,2.3,0.5850416421890259
40802e730024ee84711f5986fefb8afa8efe91414b8ee056af12223b7c9e552b.PG56.PA9.S1,2.3,0.5571100115776062
40802e730024ee84711f5986fefb8afa8efe91414b8ee056af12223b7c9e552b.PG105.PA4.S5,2.3,0.554500937461853
40802e730024ee84711f5986fefb8afa8efe91414b8ee056af12223b7c9e552b.PG143.PA4.S2,2.3,0.5527023077011108
40802e730024ee84711f5986fefb8afa8efe91414b8ee056af12223b7c9e552b.PG108.PA2.S0,2.3,0.5475851893424988
40802e730024ee84711f5986fefb8afa8efe91414b8ee056af12223b7c9e552b.PG103.PA4.S1,2.3,0.5376892685890198
40802e730024ee84711f5986fefb8afa8efe91414b8ee056af12223b7c9e552b.PG151.PA16.S2,2.3,0.5071238279342651
40802e730024ee84711f5986fefb8afa8efe91414b8ee056af12223b7c9e552b.PG56.PA7.S0,2.3,0.5007678866386414
40802e730024ee84711f5986fefb8afa8efe91414b8ee056af12223b7c9e552b.PG180.PA2.S0,2.a,0.5368539094924927
40802e730024ee84711f5986fefb8afa8efe91414b8ee056af12223b7c9e552b.PG103.PA3.S2,2.a,0.5276708006858826
40802e730024ee84711f5986fefb8afa8efe91414b8ee056af12223b7c9e552b.PG49.PA12.S0,2.a,0.5250478386878967
40802e730024ee84711f5986fefb8afa8efe91414b8ee056af12223b7c9e552b.PG153.PA6.S4,2.a,0.522209882736206
40802e730024ee84711f5986fefb8afa8efe91414b8ee056af12223b7c9e552b.PG33.PA26.S2,3.d,0.5497555732727051
40802e730024ee84711f5986fefb8afa8efe91414b8ee056af12223b7c9e552b.PG152.PA15.S5,3.d,0.5394026637077332
40802e730024ee84711f5986fefb8afa8efe91414b8ee056af12223b7c9e552b.PG111.PA3.S2,4.1,0.5745577216148376
40802e730024ee84711f5986fefb8afa8efe91414b8ee056af12223b7c9e552b.PG157.PA3.S1,4.1,0.5464779734611511
40802e730024ee84711f5986fefb8afa8efe91414b8ee056af12223b7c9e552b.PG88.PA3.S3,4.1,0.5377784371376038
40802e730024ee84711f5986fefb8afa8efe91414b8ee056af12223b7c9e552b.PG81.PA3.S1,4.1,0.5226230025291443
40802e730024ee84711f5986fefb8afa8efe91414b8ee056af12223b7c9e552b.PG157.PA1.S2,4.1,0.5213028788566589
40802e730024ee84711f5986fefb8afa8efe91414b8ee056af12223b7c9e552b.PG81.PA5.S2,4.1,0.5197021961212158
40802e730024ee84711f5986fefb8afa8efe91414b8ee056af12223b7c9e552b.PG28.PA1.S1,4.1,0.5187609195709229
40802e730024ee84711f5986fefb8afa8efe91414b8ee056af12223b7c9e552b.PG119.PA2.S7,4.1,0.5159294605255127
40802e730024ee84711f5986fefb8afa8efe91414b8ee056af12223b7c9e552b.PG19.PA3.S1,4.1,0.5154867768287659
40802e730024ee84711f5986fefb8afa8efe91414b8ee056af12223b7c9e552b.PG49.PA8.S1,4.1,0.5104532241821289
40802e730024ee84711f5986fefb8afa8efe91414b8ee056af12223b7c9e552b.PG54.PA18.S0,4.1,0.5096175074577332
40802e730024ee84711f5986fefb8afa8efe91414b8ee056af12223b7c9e552b.PG23.PA18.S0,4.1,0.5096175074577332
40802e730024ee84711f5986fefb8afa8efe91414b8ee056af12223b7c9e552b.PG157.PA3.S0,4.1,0.5066234469413757
40802e730024ee84711f5986fefb8afa8efe91414b8ee056af12223b7c9e552b.PG157.PA1.S1,4.1,0.5029993653297424
40802e730024ee84711f5986fefb8afa8efe91414b8ee056af12223b7c9e552b.PG34.PA3.S1,4.1,0.502549946308136
40802e730024ee84711f5986fefb8afa8efe91414b8ee056af12223b7c9e552b.PG162.PA5.S2,4.2,0.513809323310852
40802e730024ee84711f5986fefb8afa8efe91414b8ee056af12223b7c9e552b.PG28.PA1.S1,4.3,0.5944122672080994
